date,ndvi_sg,T2M,PPT,RAD,RH
2005-02-03,0.11662762918786,15.69,0.68,19.95,57.96
2005-02-08,0.119546551795287,21.26,1.11,19.14,61.04
2005-02-13,0.122686263933896,21.62,0,20.96,53.12
2005-02-18,0.126046765603686,21.28,0,21.34,53.7
2005-02-23,0.129628056804659,20.71,1.8599999999999999,21.82,39.85
2005-02-28,0.134469850132479,26.17,2.1399999999999997,20.33,47.74
2005-03-05,0.139043439351873,22.86,13.21,19.22,61.92
2005-03-10,0.14211619583052,23.05,2.44,23.05,47.83
2005-03-15,0.142343268979993,28,0,24.8,30.42
2005-03-20,0.140262714351108,27.05,0.26,24.68,22.43
2005-03-25,0.137512494244085,28.76,0,25.88,19.26
2005-03-30,0.133031026454713,27.33,0,25.43,20.86
2005-04-04,0.127406095423203,30.66,2.5599999999999996,26.29,19.98
2005-04-09,0.122754032555982,28.24,0,26.06,10.38
2005-04-14,0.120561128569724,31.44,8.35,24.11,15.69
2005-04-19,0.120757481775752,30.74,0.9400000000000001,19.49,31.5
2005-04-24,0.120900070674432,30.61,5.2,24.95,24.19
2005-04-29,0.121333035839503,29.32,14.69,23.51,45.95
2005-05-04,0.122311997535239,32.18,0.78,24.63,27.51
2005-05-09,0.121881811108003,32.64,0,29.53,13.23
2005-05-14,0.120940570036963,35.11,0,27.96,14.16
2005-05-19,0.121599041351799,35.85,0.02,27.71,15.7
2005-05-24,0.125422731461992,35.55,5.75,22.59,20.69
2005-05-29,0.132087407310927,33.87,0.05,20.85,35.16
2005-06-03,0.139637097550724,35.81,0.73,25.48,18.61
2005-06-08,0.147963693236818,35.79,0.06,25,20.57
2005-06-13,0.156896092734739,36.3,0.23,21.29,17.55
2005-06-18,0.166387083417747,34.66,6.49,21.26,39.19
2005-06-23,0.176467708870768,29.22,76.25999999999999,20.38,70.51
2005-06-28,0.187103552754025,25.42,90.05,7.75,86.24
2005-07-03,0.198237675273641,24.47,223.06,5.53,86.29
2005-07-08,0.209713269791355,26.55,45.410000000000004,14.7,83.94
2005-07-13,0.221625276818515,24.94,95.2,9.63,90.81
2005-07-18,0.234254591132129,25.61,43.300000000000004,16.16,89.28
2005-07-23,0.247908092942268,25.76,82.33,14.08,90.27
2005-07-28,0.262788111401506,24.83,89.62,12.55,92.01
2005-08-02,0.278891320456387,25.08,113.72,10.32,91.94
2005-08-07,0.295937067040929,25.04,20.349999999999998,15.53,89.17
2005-08-12,0.313326761918091,25.44,16.82,18.87,85.79
2005-08-17,0.330375665445467,24.39,144.14000000000001,5.4,92.78
2005-08-22,0.346416230767163,23.69,36.73,15.35,92.44
2005-08-27,0.359729718125431,26.36,0.05,21.97,80.33
2005-09-01,0.368765512372815,25.92,14.11,19.25,86.32
2005-09-06,0.372472711717728,25.69,55.28,18.19,86.12
2005-09-11,0.370497858873075,24.44,199.42,10.51,90.44
2005-09-16,0.363292937070721,24.83,25.970000000000002,15.1,90.07
2005-09-21,0.352140810491305,24.26,15.32,10.52,90.55
2005-09-26,0.33921954880515,23.65,0.56,21.42,82.08
2005-10-01,0.326678294754439,23.38,0.25,21.28,81.42
2005-10-06,0.315375115865734,22.89,0.03,21.17,77.39
2005-10-11,0.305693194904048,22.46,37.76,20.19,82.85
2005-10-16,0.297216977021185,22.66,26.41,14.93,87.29
2005-10-21,0.288924450714566,21.76,0.31,17.19,85.24
2005-10-26,0.279467125675881,18.75,0,19.07,78.23
2005-10-31,0.26826557919142,17.72,0.02,19.4,66.93
2005-11-05,0.25563608282652,16.37,0,19.06,63.61
2005-11-10,0.242412018668541,18.5,0,18.87,56.8
2005-11-15,0.229484418837459,18.44,0,18.97,49.76
2005-11-20,0.217453106002242,19.14,0,17.78,50.94
2005-11-25,0.20647393028059,19.23,0,16.74,60.57
2005-11-30,0.196294914357168,19.35,0,15.57,56.25
2005-12-05,0.186431737551216,16.65,0,17.8,42.38
2005-12-10,0.176886082549021,15.32,0,17.03,41.4
2005-12-15,0.167788898593963,16.13,0,16.16,39.75
2005-12-20,0.159249340331867,18.73,1.81,13.76,70.34
2005-12-25,0.151439673086727,17.51,0,16.81,40.55
2005-12-30,0.144630849150425,18.32,0,16.95,48.37
2006-01-04,0.139034629462841,17.82,0,17.12,28.41
2006-01-09,0.134607631262517,19.52,0,18.24,26.28
2006-01-14,0.131028711120406,21.24,0,18.4,33.18
2006-01-19,0.127923839351373,19.7,0,18.46,31.47
2006-01-24,0.125214231425466,17.74,0,19.32,20
2006-01-29,0.123129048063469,21.56,0,20.18,18.46
2006-02-03,0.121377685170161,21.53,0,20.15,20.5
2006-02-08,0.119434201301221,21.09,0,20.33,18.55
2006-02-13,0.117768965562528,23.65,0,20.79,21.66
2006-02-18,0.116703018379905,25.27,0,21.78,23.06
2006-02-23,0.116490926342036,27.08,0,22.43,18.43
2006-02-28,0.117441495227293,23.64,23.32,17.98,57.15
2006-03-05,0.119949720756041,23.73,35.629999999999995,13.13,66.25
2006-03-10,0.124130083782838,21.45,9.379999999999999,21.16,61.39
2006-03-15,0.128777858745711,21.79,0.82,25.28,45.55
2006-03-20,0.132116449554207,25.72,0,25.82,37.11
2006-03-25,0.133507035757918,26.09,0.05,24.54,27.69
2006-03-30,0.133097047815606,26.44,0,27.56,18.81
2006-04-04,0.132324471729951,31.79,0,27.45,17.75
2006-04-09,0.132932915732137,31.57,4.66,25.45,18.3
2006-04-14,0.135586506536974,27.52,4.19,25.71,48.55
2006-04-19,0.138764467332263,31.5,0,25.91,21.73
2006-04-24,0.141666187684513,33.84,0.46,24.12,18.9
2006-04-29,0.143158434599301,33.94,12.96,22.58,31.46
2006-05-04,0.143185562053075,34.16,0.21,27.55,20.14
2006-05-09,0.141801524894922,35.4,1.3199999999999998,25.58,20.63
2006-05-14,0.13880549307401,33.29,20.09,24.69,39.76
2006-05-19,0.139288594652689,30.28,8.96,22.61,55.53
2006-05-24,0.140843340146487,32.45,11.530000000000001,22.31,49.85
2006-05-29,0.143469729555403,31.59,0.54,25.1,53.8
2006-06-03,0.147167762879437,30.36,5.41,17.93,55.44
